Sentence,Length
i think the other two still need to get cash but we can def be ready by ,72
hey galsu all wanna meet  dinner at nмвte ,42
babe  what are you doing  where are you  who are you talking to  do you think of me  are you being a good boy are you missing me do you love me ,144
great how is the office today,29
its cool we can last a little while getting more any time soon,62
 sad puppy noise,16
yes its possible but dint try pls dont tell to any one k,56
anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota,99
where you what happen,21
i was gonna ask you lol but i think its at ,43
go chase after her and run her over while shes crossing the street,66
is there coming friday is leave for pongaldo you get any news from your work place,82
hey very inconvenient for your sis a not huh,44
ok i vldo u know i got adsense approved,39
 was really good to see you the other day dudette been missing you,66
i want to go to perumbavoor,27
how many times i told in the stage all use to laugh you not listen aha,70
you didnt hear it from me,25
thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,130
pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,97
she ran off with a younger man we will make pretty babies together ,67
o ic lol should play  doors sometime yo,39
dunno my dad said he coming home  bring us out  lunch yup i go w u lor i call u when i reach school lor,103
we have sent jd for customer service cum accounts executive to ur mail id for details contact us,96
desires u going to doctor  liver and get a bit stylish get ur hair managed thats it,83
hmmmstill we dont have opener,29
yeah so basically any time next week you can get away from your mom amp get up before ,86
edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,137
i will vote for wherever my heart guides me,43
with my sis lor we juz watched italian job,42
tick tick tick  where are you  i could die of loneliness you know  pouts stomps feet i need you ,96
lmao you know me so well,24
am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,169
goodnight da thangam i really miss u dear,41
hey next sun  theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,120
geeeee  your internet is really bad today eh ,45
i think i am disturbing her da,30
sorry ill call you  later i am in meeting sir,45
havent stuck at orchard in my dads car going  dinner now u leh so r they free tonight,85
ok i also wan  watch e  pm show,31
i dunno lei like dun haf,24
but your brother transfered only  ltgt    ltgt  pa,50
i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me,115
talk to g and x about that,26
hai dear friends this is my new amp present number by rajitha raj ranju,71
as in different styles,22
gud ni dearslp welltake careswt dreamsmuah,42
i want to sent  ltgt mesages today thats y sorry if i hurts,59
well im glad you didnt find it totally disagreeable  lol,56
guy no flash me now if you go call me call me how madam take care oh,68
mark works tomorrow he gets out at  his work is by your house so he can meet u afterwards,89
keep ur problems in ur heart,28
yeah give me a call if youve got a minute,41
hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried thnovbehind ourbacks ер fuckinniceselfish,113
amazing  if you rearrange these letters it gives the same meaning dormitory  dirty room astronomer  moon starer the eyes  they see election results  lies lets recount motherinlaw  woman hitler eleven plus two twelve plus one its amazing ,237
aiya we discuss later lar pick м up at  is it,45
hey happy birthday,18
sorry i missed your call can you please call back,49
omg if its not one thing its another my cat has worms  when does this bad day end,81
good morning im suffering from fever and dysentry will not be able to come to office today,90
i wont do anything de,21
what type of stuff do you sing,30
st andre virgils cream,22
no no i will check all rooms befor activities,45
my fri ah okie lorgoin  my drivin den go shoppin after tt,57
gokila is talking with you aha,30
hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,114
kkthis month kotees birthday know,33
but im really really broke oh no amount is too small even  ltgt ,64
sorry about that this is my mates phone and i didnt write it love kate,70
ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,160
aight call me once youre close,30
nope thats fine i might have a nap tho ,39
